Balanced Accuracy,F1-Score,AUC-ROC,Threshold,Model,Feature Set,n_features,tau
0.5002927400468384,0.6217034793528847,0.6351234164581496,0.02384658429067337,Logistic Regression,T,12,0.0031
0.6527988953793822,0.6654098035324469,0.7293705458247627,0.3352218105968108,Random Forest,T,12,0.0031
0.6354747323413564,0.6588302752293578,0.732796791658133,0.3543088138103485,XGBoost,T,12,0.0031
0.7011049916444793,0.6993621248562166,0.7832867509342452,0.40199271036824996,Logistic Regression,T+O+W,26,0.0031
0.7015781434121988,0.7099145638784026,0.8095383259424819,0.37333333333333335,Random Forest,T+O+W,26,0.0031
0.7254435067363603,0.7224900440159295,0.8135620638581431,0.37981611490249634,XGBoost,T+O+W,26,0.0031
0.7055704831954599,0.6994232001709036,0.7831533668444626,0.3958261896990318,Logistic Regression,T+O+W+S,34,0.0031
0.7367436806736657,0.7217927170868347,0.8162037274081857,0.43666666666666665,Random Forest,T+O+W+S,34,0.0031
0.7396929717158944,0.7253017434063478,0.823999670342799,0.3983086943626404,XGBoost,T+O+W+S,34,0.0031
