,0
topo_src_degree,0.062019292
topo_tgt_degree,0.063791424
topo_src_betweenness,0.058358256
topo_tgt_betweenness,0.058350123
topo_src_closeness,0.056985468
topo_tgt_closeness,0.06101194
topo_src_clustering,0.08824445
topo_tgt_clustering,0.096380726
topo_src_eigenvector,0.11845304
topo_tgt_eigenvector,0.11790797
topo_edge_betweenness,0.07718985
topo_common_neighbours,0.14130743
