ID,DistrictsAndNeighborhoods,MunicipalityName,RegionType,RegionCode,BoundaryChange,Population,TotalPropertyDamageAndViolence_Index,TotalPropertyCrimes,TotalTheft,BicycleTheft,TheftOtherVehicles,TheftFromVehicles,PickpocketingAndRobbery,TotalTheftHomeShedEtc,TheftNonResidentialBuildings,OtherTheftBurglary,OtherPropertyCrimes,TotalVandalismPublicOrder,TotalVandalism,CarVandalism,OtherVandalism,OtherPublicOrderVandalism,TotalViolentAndSexualCrimes,Assault,ThreatsAndStalking,OtherViolentAndSexualCrimes,TotalPropertyDamageAndViolence_Rate,TotalPropertyCrimes_Rate,TotalTheftHomeShed_Rate,VandalismPublicOrder_Rate,ViolentAndSexualCrimes_Rate
9405,BU00240300,Loppersum                     ,Buurt   ,BU00240300,       1,625,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,14.0,5.0,0.0,3.0,6.0
9406,BU00240301,Loppersum                     ,Buurt   ,BU00240301,       1,425,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,0.0
9407,BU00240302,Loppersum                     ,Buurt   ,BU00240302,       1,170,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,6.0
9408,BU00240303,Loppersum                     ,Buurt   ,BU00240303,       1,185,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
9409,BU00240304,Loppersum                     ,Buurt   ,BU00240304,       1,170,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
9410,BU00240305,Loppersum                     ,Buurt   ,BU00240305,       1,85,,,,,,,,,,,,,,,,,,,,,,,,,
9411,BU00240309,Loppersum                     ,Buurt   ,BU00240309,       1,340,8.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,24.0,12.0,3.0,6.0,6.0
9412,GM0168    ,Losser                        ,Gemeente,GM0168    ,       .,22547,361.0,267.0,187.0,50.0,8.0,14.0,0.0,47.0,29.0,39.0,80.0,49.0,40.0,22.0,18.0,9.0,45.0,26.0,11.0,8.0,16.0,12.0,2.0,2.0,2.0
9413,WK016800  ,Losser                        ,Wijk    ,WK016800  ,       1,13180,238.0,173.0,119.0,42.0,5.0,5.0,0.0,28.0,13.0,26.0,54.0,31.0,24.0,12.0,12.0,7.0,34.0,21.0,7.0,6.0,18.0,13.0,2.0,2.0,3.0
9414,BU01680001,Losser                        ,Buurt   ,BU01680001,       1,7350,95.0,76.0,49.0,9.0,2.0,4.0,0.0,20.0,3.0,11.0,27.0,11.0,10.0,7.0,3.0,1.0,8.0,4.0,2.0,2.0,13.0,10.0,3.0,1.0,1.0
9415,BU01680002,Losser                        ,Buurt   ,BU01680002,       1,155,13.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,84.0,77.0,0.0,0.0,6.0
9416,BU01680003,Losser                        ,Buurt   ,BU01680003,       1,4780,117.0,81.0,65.0,31.0,3.0,1.0,0.0,8.0,9.0,13.0,16.0,15.0,10.0,3.0,7.0,5.0,21.0,13.0,5.0,3.0,24.0,17.0,2.0,2.0,4.0
9417,BU01680009,Losser                        ,Buurt   ,BU01680009,       1,890,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,0.0,1.0,15.0,4.0,0.0,4.0,4.0
9418,WK016801  ,Losser                        ,Wijk    ,WK016801  ,       1,465,7.0,7.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,6.0,0.0,0.0
9419,BU01680101,Losser                        ,Buurt   ,BU01680101,       1,210,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0
9420,BU01680102,Losser                        ,Buurt   ,BU01680102,       1,55,,,,,,,,,,,,,,,,,,,,,,,,,
9421,BU01680109,Losser                        ,Buurt   ,BU01680109,       1,205,5.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,10.0,0.0,0.0
9422,WK016802  ,Losser                        ,Wijk    ,WK016802  ,       1,4105,75.0,53.0,39.0,5.0,1.0,3.0,0.0,13.0,12.0,5.0,14.0,13.0,13.0,8.0,5.0,0.0,9.0,4.0,4.0,1.0,18.0,13.0,3.0,3.0,2.0
9423,BU01680201,Losser                        ,Buurt   ,BU01680201,       1,3550,71.0,50.0,37.0,5.0,1.0,3.0,0.0,11.0,12.0,5.0,13.0,13.0,13.0,8.0,5.0,0.0,8.0,3.0,4.0,1.0,20.0,14.0,3.0,4.0,2.0
9424,BU01680209,Losser                        ,Buurt   ,BU01680209,       1,555,4.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,5.0,4.0,0.0,2.0
9425,WK016803  ,Losser                        ,Wijk    ,WK016803  ,       1,3830,37.0,30.0,19.0,2.0,1.0,5.0,0.0,2.0,4.0,5.0,11.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,10.0,8.0,1.0,1.0,1.0
9426,BU01680301,Losser                        ,Buurt   ,BU01680301,       1,2530,15.0,12.0,7.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0
9427,BU01680309,Losser                        ,Buurt   ,BU01680309,       1,1300,22.0,18.0,12.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,14.0,0.0,2.0,1.0
9428,WK016804  ,Losser                        ,Wijk    ,WK016804  ,       1,965,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0
9429,BU01680401,Losser                        ,Buurt   ,BU01680401,       1,300,,,,,,,,,,,,,,,,,,,,,,,,,
9430,BU01680409,Losser                        ,Buurt   ,BU01680409,       1,665,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0
9431,GM0263    ,Maasdriel                     ,Gemeente,GM0263    ,       .,24350,629.0,443.0,336.0,32.0,41.0,79.0,2.0,61.0,34.0,87.0,107.0,79.0,57.0,24.0,33.0,22.0,107.0,52.0,33.0,22.0,26.0,18.0,3.0,2.0,4.0
9432,WK026300  ,Maasdriel                     ,Wijk    ,WK026300  ,       1,10060,278.0,185.0,144.0,16.0,21.0,36.0,1.0,26.0,8.0,36.0,41.0,35.0,23.0,8.0,15.0,12.0,58.0,31.0,14.0,13.0,28.0,18.0,3.0,2.0,6.0
9433,BU02630000,Maasdriel                     ,Buurt   ,BU02630000,       1,6670,170.0,109.0,81.0,11.0,11.0,23.0,1.0,14.0,3.0,18.0,28.0,28.0,18.0,8.0,10.0,10.0,33.0,23.0,9.0,1.0,25.0,16.0,2.0,3.0,5.0
9434,BU02630001,Maasdriel                     ,Buurt   ,BU02630001,       1,840,17.0,11.0,8.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,20.0,13.0,2.0,1.0,6.0
9435,BU02630002,Maasdriel                     ,Buurt   ,BU02630002,       1,190,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0
9436,BU02630003,Maasdriel                     ,Buurt   ,BU02630003,       1,570,16.0,5.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,10.0,28.0,9.0,4.0,0.0,19.0
9437,BU02630006,Maasdriel                     ,Buurt   ,BU02630006,       1,220,4.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,14.0,0.0,0.0
9438,BU02630007,Maasdriel                     ,Buurt   ,BU02630007,       1,750,20.0,20.0,15.0,4.0,6.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,1.0,0.0,0.0
9439,BU02630008,Maasdriel                     ,Buurt   ,BU02630008,       1,475,19.0,11.0,10.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,5.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,40.0,23.0,8.0,6.0,6.0
9440,BU02630009,Maasdriel                     ,Buurt   ,BU02630009,       1,240,21.0,17.0,17.0,0.0,1.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,88.0,71.0,0.0,0.0,17.0
9441,BU02630010,Maasdriel                     ,Buurt   ,BU02630010,       1,95,9.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,95.0,63.0,0.0,11.0,21.0
9442,WK026301  ,Maasdriel                     ,Wijk    ,WK026301  ,       1,4515,96.0,69.0,52.0,2.0,5.0,16.0,1.0,8.0,8.0,12.0,17.0,13.0,10.0,3.0,7.0,3.0,14.0,7.0,4.0,3.0,21.0,15.0,2.0,2.0,3.0
9443,BU02630100,Maasdriel                     ,Buurt   ,BU02630100,       1,2940,64.0,39.0,29.0,2.0,4.0,8.0,1.0,3.0,4.0,7.0,10.0,11.0,8.0,2.0,6.0,3.0,14.0,7.0,4.0,3.0,22.0,13.0,1.0,3.0,5.0
9444,BU02630101,Maasdriel                     ,Buurt   ,BU02630101,       1,495,6.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,4.0,0.0
9445,BU02630102,Maasdriel                     ,Buurt   ,BU02630102,       1,300,6.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,13.0,0.0,0.0
9446,BU02630108,Maasdriel                     ,Buurt   ,BU02630108,       1,250,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0
9447,BU02630109,Maasdriel                     ,Buurt   ,BU02630109,       1,525,14.0,14.0,12.0,0.0,0.0,7.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,2.0,0.0,0.0
9448,WK026302  ,Maasdriel                     ,Wijk    ,WK026302  ,       1,4955,135.0,97.0,74.0,8.0,9.0,20.0,0.0,11.0,12.0,14.0,23.0,15.0,13.0,7.0,6.0,2.0,23.0,8.0,10.0,5.0,27.0,20.0,2.0,3.0,5.0
9449,BU02630200,Maasdriel                     ,Buurt   ,BU02630200,       1,4395,111.0,77.0,57.0,8.0,6.0,16.0,0.0,8.0,10.0,9.0,20.0,13.0,11.0,5.0,6.0,2.0,21.0,6.0,10.0,5.0,25.0,18.0,2.0,3.0,5.0
9450,BU02630208,Maasdriel                     ,Buurt   ,BU02630208,       1,380,10.0,9.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,24.0,5.0,0.0,3.0
9451,BU02630209,Maasdriel                     ,Buurt   ,BU02630209,       1,175,14.0,11.0,10.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,80.0,63.0,6.0,11.0,6.0
9452,WK026303  ,Maasdriel                     ,Wijk    ,WK026303  ,       1,1355,33.0,23.0,15.0,0.0,0.0,3.0,0.0,5.0,1.0,6.0,8.0,7.0,6.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,24.0,17.0,4.0,4.0,2.0
9453,BU02630300,Maasdriel                     ,Buurt   ,BU02630300,       1,1045,25.0,18.0,10.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,8.0,4.0,4.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,24.0,17.0,4.0,4.0,3.0
9454,BU02630301,Maasdriel                     ,Buurt   ,BU02630301,       1,170,5.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,24.0,6.0,6.0,0.0
9455,BU02630309,Maasdriel                     ,Buurt   ,BU02630309,       1,135,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,7.0,0.0
9456,WK026304  ,Maasdriel                     ,Wijk    ,WK026304  ,       1,3465,87.0,69.0,51.0,6.0,6.0,4.0,0.0,11.0,5.0,19.0,18.0,9.0,5.0,3.0,2.0,4.0,9.0,5.0,3.0,1.0,25.0,20.0,3.0,1.0,3.0
9457,BU02630400,Maasdriel                     ,Buurt   ,BU02630400,       1,2130,53.0,45.0,35.0,6.0,2.0,3.0,0.0,8.0,5.0,11.0,10.0,5.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,25.0,21.0,4.0,0.0,1.0
9458,BU02630401,Maasdriel                     ,Buurt   ,BU02630401,       1,670,9.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,10.0,0.0,1.0,1.0
9459,BU02630408,Maasdriel                     ,Buurt   ,BU02630408,       1,585,15.0,11.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,26.0,19.0,3.0,3.0,3.0
9460,BU02630409,Maasdriel                     ,Buurt   ,BU02630409,       1,80,10.0,6.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,125.0,75.0,13.0,13.0,38.0
9461,GM1641    ,Maasgouw                      ,Gemeente,GM1641    ,       .,23697,528.0,377.0,310.0,25.0,44.0,43.0,9.0,87.0,34.0,68.0,67.0,84.0,77.0,40.0,37.0,7.0,67.0,38.0,18.0,11.0,22.0,16.0,4.0,3.0,3.0
9462,WK164100  ,Maasgouw                      ,Wijk    ,WK164100  ,       1,6955,146.0,107.0,90.0,10.0,10.0,7.0,5.0,25.0,13.0,20.0,17.0,20.0,19.0,9.0,10.0,1.0,19.0,12.0,5.0,2.0,21.0,15.0,4.0,3.0,3.0
9463,BU16410000,Maasgouw                      ,Buurt   ,BU16410000,       1,5690,128.0,91.0,77.0,9.0,10.0,7.0,5.0,19.0,11.0,16.0,14.0,19.0,18.0,9.0,9.0,1.0,18.0,12.0,4.0,2.0,22.0,16.0,3.0,3.0,3.0
9464,BU16410001,Maasgouw                      ,Buurt   ,BU16410001,       1,1180,14.0,12.0,9.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,10.0,4.0,1.0,1.0
9465,BU16410009,Maasgouw                      ,Buurt   ,BU16410009,       1,90,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,11.0,0.0,0.0
9466,WK164101  ,Maasgouw                      ,Wijk    ,WK164101  ,       1,3605,57.0,42.0,33.0,3.0,4.0,2.0,2.0,11.0,2.0,9.0,9.0,4.0,3.0,2.0,1.0,1.0,11.0,6.0,4.0,1.0,16.0,12.0,3.0,1.0,3.0
9467,BU16410100,Maasgouw                      ,Buurt   ,BU16410100,       1,3590,56.0,41.0,32.0,3.0,4.0,2.0,2.0,11.0,,,9.0,4.0,3.0,2.0,1.0,1.0,11.0,6.0,4.0,1.0,16.0,11.0,3.0,1.0,3.0
9468,BU16410109,Maasgouw                      ,Buurt   ,BU16410109,       1,15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
9469,WK164102  ,Maasgouw                      ,Wijk    ,WK164102  ,       1,1670,29.0,11.0,9.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,17.0,15.0,6.0,9.0,2.0,1.0,1.0,0.0,0.0,17.0,7.0,4.0,9.0,1.0
9470,BU16410200,Maasgouw                      ,Buurt   ,BU16410200,       1,1345,21.0,9.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,11.0,9.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,16.0,7.0,4.0,7.0,1.0
9471,BU16410201,Maasgouw                      ,Buurt   ,BU16410201,       1,325,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,3.0,18.0,0.0
9472,WK164103  ,Maasgouw                      ,Wijk    ,WK164103  ,       1,800,19.0,15.0,9.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,6.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,4.0,5.0,0.0
9473,BU16410300,Maasgouw                      ,Buurt   ,BU16410300,       1,185,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,5.0,0.0
9474,BU16410301,Maasgouw                      ,Buurt   ,BU16410301,       1,615,17.0,14.0,9.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,5.0,5.0,0.0
9475,WK164104  ,Maasgouw                      ,Wijk    ,WK164104  ,       1,2410,77.0,61.0,51.0,4.0,12.0,11.0,0.0,10.0,7.0,7.0,10.0,12.0,11.0,7.0,4.0,1.0,4.0,2.0,1.0,1.0,32.0,25.0,4.0,5.0,2.0
9476,BU16410400,Maasgouw                      ,Buurt   ,BU16410400,       1,2315,64.0,50.0,40.0,4.0,10.0,7.0,0.0,9.0,5.0,5.0,10.0,11.0,10.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,28.0,22.0,4.0,4.0,1.0
9477,BU16410409,Maasgouw                      ,Buurt   ,BU16410409,       1,95,13.0,11.0,11.0,0.0,2.0,4.0,0.0,1.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,137.0,116.0,11.0,11.0,11.0
9478,WK164105  ,Maasgouw                      ,Wijk    ,WK164105  ,       1,4405,122.0,87.0,73.0,4.0,10.0,8.0,1.0,23.0,8.0,19.0,14.0,16.0,14.0,8.0,6.0,2.0,19.0,11.0,4.0,4.0,28.0,20.0,5.0,3.0,4.0
9479,BU16410500,Maasgouw                      ,Buurt   ,BU16410500,       1,3930,79.0,56.0,46.0,4.0,3.0,3.0,1.0,14.0,8.0,13.0,10.0,12.0,11.0,7.0,4.0,1.0,11.0,8.0,1.0,2.0,20.0,14.0,4.0,3.0,3.0
9480,BU16410501,Maasgouw                      ,Buurt   ,BU16410501,       1,215,8.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0
9481,BU16410509,Maasgouw                      ,Buurt   ,BU16410509,       1,265,35.0,23.0,20.0,0.0,5.0,5.0,0.0,9.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,8.0,3.0,3.0,2.0,132.0,87.0,34.0,11.0,30.0
9482,WK164106  ,Maasgouw                      ,Wijk    ,WK164106  ,       1,1750,32.0,24.0,20.0,3.0,2.0,4.0,0.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,18.0,14.0,2.0,2.0,2.0
9483,BU16410600,Maasgouw                      ,Buurt   ,BU16410600,       1,1750,32.0,24.0,20.0,3.0,2.0,4.0,0.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,18.0,14.0,2.0,2.0,2.0
9484,WK164107  ,Maasgouw                      ,Wijk    ,WK164107  ,       1,2065,46.0,30.0,25.0,1.0,3.0,8.0,1.0,5.0,2.0,5.0,5.0,7.0,7.0,4.0,3.0,0.0,9.0,4.0,2.0,3.0,22.0,15.0,2.0,3.0,4.0
9485,BU16410700,Maasgouw                      ,Buurt   ,BU16410700,       1,2065,46.0,30.0,25.0,1.0,3.0,8.0,1.0,5.0,2.0,5.0,5.0,7.0,7.0,4.0,3.0,0.0,9.0,4.0,2.0,3.0,22.0,15.0,2.0,3.0,4.0
9486,GM0556    ,Maassluis                     ,Gemeente,GM0556    ,       .,32518,923.0,610.0,480.0,80.0,37.0,73.0,20.0,90.0,72.0,108.0,130.0,168.0,136.0,57.0,79.0,32.0,145.0,71.0,49.0,25.0,28.0,19.0,3.0,4.0,4.0
9487,WK055601  ,Maassluis                     ,Wijk    ,WK055601  ,       1,2390,94.0,54.0,46.0,12.0,4.0,11.0,2.0,10.0,2.0,5.0,8.0,20.0,18.0,6.0,12.0,2.0,20.0,12.0,5.0,3.0,39.0,23.0,4.0,8.0,8.0
9488,BU05560101,Maassluis                     ,Buurt   ,BU05560101,       1,2390,94.0,54.0,46.0,12.0,4.0,11.0,2.0,10.0,2.0,5.0,8.0,20.0,18.0,6.0,12.0,2.0,20.0,12.0,5.0,3.0,39.0,23.0,4.0,8.0,8.0
9489,WK055602  ,Maassluis                     ,Wijk    ,WK055602  ,       1,5515,170.0,104.0,90.0,14.0,4.0,16.0,3.0,12.0,24.0,17.0,14.0,39.0,29.0,7.0,22.0,10.0,27.0,11.0,11.0,5.0,31.0,19.0,2.0,5.0,5.0
9490,BU05560201,Maassluis                     ,Buurt   ,BU05560201,       1,2595,103.0,70.0,63.0,8.0,2.0,12.0,2.0,8.0,20.0,11.0,7.0,18.0,8.0,3.0,5.0,10.0,15.0,4.0,7.0,4.0,40.0,27.0,3.0,3.0,6.0
9491,BU05560202,Maassluis                     ,Buurt   ,BU05560202,       1,885,24.0,17.0,13.0,2.0,0.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,27.0,19.0,2.0,5.0,3.0
9492,BU05560203,Maassluis                     ,Buurt   ,BU05560203,       1,2035,43.0,17.0,14.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,17.0,17.0,3.0,14.0,0.0,9.0,5.0,3.0,1.0,21.0,8.0,1.0,8.0,4.0
9493,WK055603  ,Maassluis                     ,Wijk    ,WK055603  ,       1,6200,180.0,116.0,89.0,9.0,10.0,12.0,2.0,14.0,10.0,32.0,27.0,29.0,20.0,13.0,7.0,9.0,35.0,17.0,11.0,7.0,29.0,19.0,2.0,3.0,6.0
9494,BU05560301,Maassluis                     ,Buurt   ,BU05560301,       1,3350,99.0,69.0,51.0,5.0,4.0,5.0,1.0,9.0,9.0,18.0,18.0,10.0,7.0,4.0,3.0,3.0,20.0,7.0,6.0,7.0,30.0,21.0,3.0,2.0,6.0
9495,BU05560302,Maassluis                     ,Buurt   ,BU05560302,       1,1705,54.0,30.0,25.0,3.0,6.0,3.0,0.0,3.0,1.0,9.0,5.0,10.0,8.0,7.0,1.0,2.0,14.0,10.0,4.0,0.0,32.0,18.0,2.0,5.0,8.0
9496,BU05560303,Maassluis                     ,Buurt   ,BU05560303,       1,1140,27.0,17.0,13.0,1.0,0.0,4.0,1.0,2.0,0.0,5.0,4.0,9.0,5.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,24.0,15.0,2.0,4.0,1.0
9497,WK055604  ,Maassluis                     ,Wijk    ,WK055604  ,       1,6425,241.0,176.0,146.0,34.0,9.0,15.0,8.0,16.0,32.0,32.0,30.0,34.0,26.0,13.0,13.0,8.0,31.0,12.0,13.0,6.0,38.0,27.0,2.0,4.0,5.0
9498,BU05560401,Maassluis                     ,Buurt   ,BU05560401,       1,1205,55.0,34.0,24.0,1.0,4.0,1.0,2.0,5.0,7.0,4.0,10.0,8.0,8.0,3.0,5.0,0.0,13.0,2.0,7.0,4.0,46.0,28.0,4.0,7.0,11.0
9499,BU05560402,Maassluis                     ,Buurt   ,BU05560402,       1,2155,34.0,22.0,15.0,1.0,1.0,3.0,0.0,2.0,0.0,8.0,7.0,5.0,4.0,1.0,3.0,1.0,7.0,5.0,0.0,2.0,16.0,10.0,1.0,2.0,3.0
9500,BU05560403,Maassluis                     ,Buurt   ,BU05560403,       1,1745,123.0,101.0,91.0,30.0,3.0,9.0,6.0,3.0,24.0,16.0,10.0,16.0,12.0,8.0,4.0,4.0,6.0,2.0,4.0,0.0,70.0,58.0,2.0,7.0,3.0
9501,BU05560404,Maassluis                     ,Buurt   ,BU05560404,       1,1275,24.0,16.0,13.0,2.0,1.0,2.0,0.0,6.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,3.0,4.0,3.0,1.0,0.0,19.0,13.0,5.0,1.0,3.0
9502,BU05560405,Maassluis                     ,Buurt   ,BU05560405,       1,40,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,
9503,WK055605  ,Maassluis                     ,Wijk    ,WK055605  ,       1,6600,123.0,81.0,55.0,7.0,6.0,11.0,3.0,19.0,0.0,9.0,26.0,27.0,26.0,12.0,14.0,1.0,15.0,9.0,4.0,2.0,19.0,12.0,3.0,4.0,2.0
9504,BU05560501,Maassluis                     ,Buurt   ,BU05560501,       1,3725,66.0,42.0,32.0,5.0,2.0,6.0,3.0,9.0,0.0,7.0,10.0,14.0,14.0,7.0,7.0,0.0,10.0,6.0,2.0,2.0,18.0,11.0,2.0,4.0,3.0
9505,BU05560502,Maassluis                     ,Buurt   ,BU05560502,       1,2875,57.0,39.0,23.0,2.0,4.0,5.0,0.0,10.0,0.0,2.0,16.0,13.0,12.0,5.0,7.0,1.0,5.0,3.0,2.0,0.0,20.0,14.0,3.0,4.0,2.0
