Region_Code,year,Neighborhood_Name,Municipality_Name,Region_Type,Boundary_Change_Code,Dist_Primary_School,Count_Primary_1km,Count_Primary_3km,Count_Primary_5km,Dist_Secondary_Total,Count_Secondary_3km,Count_Secondary_5km,Count_Secondary_10km,Dist_Secondary_VMBO,Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal),Dist_Secondary_HAVO_VWO,Count_Secondary_HAVO_VWO_3km,Count_Secondary_HAVO_VWO_5km,Count_Secondary_HAVO_VWO_10km,Dist_Public_Green_Total,Dist_Park,Dist_Day_Recreation,Dist_Forest,Dist_Nature_Area_Total,Dist_Nature_Area_Dry,Dist_Nature_Area_Wet,Dist_SemiPublic_Green,Dist_Sports_Field,Dist_Allotment_Garden,Dist_Holiday_Recreation,Dist_Cemetery,Dist_Recreation_Water,Dist_GP_Surgery,Count_GP_1km,Count_GP_3km,Count_GP_5km,Dist_GP_Out_Of_Hours,Dist_Pharmacy,Dist_Hospital_Incl_Outpatient,Count_Hospital_Incl_5km,Count_Hospital_Incl_10km,Count_Hospital_Incl_20km,Dist_Hospital_Excl_Outpatient,Count_Hospital_Excl_5km,Count_Hospital_Excl_10km,Count_Hospital_Excl_20km,Dist_Clinic_Infant_Child,Dist_Physiotherapist,Count_Physio_1km,Count_Physio_3km,Count_Physio_5km,Dist_Supermarket,Count_Supermarket_1km,Count_Supermarket_3km,Count_Supermarket_5km,Dist_Other_Grocery,Count_Other_Grocery_1km,Count_Other_Grocery_3km,Count_Other_Grocery_5km,Dist_Department_Store,Count_DeptStore_5km,Count_DeptStore_10km,Count_DeptStore_20km,Dist_Highway_Entrance,Dist_Train_Station_Total,Dist_Major_Transfer_Station
BU00140804,,Zuidwending,Groningen,Buurt     ,1,2.6,0.0,2.2,7.8,4.2,0.0,1.6,18.5,4.2,0.0,1.6,13.2,6.1,0.0,0.0,9.2,,,,,,,,,,,,,,3.1,0.0,0.8,4.4,8.1,2.6,7.8,0.0,2.0,3.0,7.8,0.0,2.0,2.0,,,,,,1.8,0.1,2.4,6.2,1.8,0.1,3.1,9.1,5.8,0.2,6.0,13.0,2.8,6.2,6.2
BU00140805,,Leegkerk,Groningen,Buurt     ,1,1.5,0.6,3.5,12.1,3.9,0.0,2.7,23.9,3.9,0.0,2.4,17.9,5.1,0.0,0.5,11.0,,,,,,,,,,,,,,2.2,0.0,1.5,8.2,8.7,3.2,7.5,0.0,2.0,3.0,7.5,0.0,2.0,2.0,,,,,,2.4,0.0,2.7,11.2,2.4,0.0,3.8,20.4,4.7,0.5,6.0,12.0,1.4,5.6,6.5
BU00140806,,Gravenburg,Groningen,Buurt     ,1,1.0,1.1,3.9,12.7,3.4,0.2,3.2,24.0,3.4,0.2,2.7,18.0,4.8,0.0,0.7,11.0,,,,,,,,,,,,,,1.8,0.0,1.3,8.9,8.4,2.9,7.2,0.0,2.0,3.0,7.2,0.0,2.0,2.0,,,,,,2.1,0.0,3.3,12.5,2.1,0.0,4.4,26.0,4.3,1.0,6.0,12.0,1.6,5.2,6.2
BU00140809,,Bangeweer,Groningen,Buurt     ,1,2.0,0.0,2.9,16.2,2.8,1.3,10.5,26.0,2.8,0.8,8.0,19.0,2.8,1.3,5.1,13.0,,,,,,,,,,,,,,1.6,0.0,2.0,17.5,5.1,2.6,5.0,0.8,3.0,3.0,5.0,0.8,2.0,2.0,,,,,,2.1,0.0,2.9,26.3,2.1,0.0,4.6,97.0,3.2,2.6,6.6,14.0,1.3,3.7,3.7
BU00140810,,De Buitenhof,Groningen,Buurt     ,1,2.3,0.0,3.0,14.9,2.5,1.6,12.1,26.0,2.5,1.0,9.2,19.0,2.5,1.6,5.5,13.0,,,,,,,,,,,,,,1.9,0.0,2.0,19.6,4.8,2.9,4.8,1.3,3.0,3.0,4.8,1.3,2.0,2.0,,,,,,2.4,0.0,2.7,28.6,2.4,0.0,5.2,109.1,3.0,3.2,6.8,14.1,1.6,3.4,3.4
BU00140811,,Kranenburg,Groningen,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00140812,,De Kring,Groningen,Buurt     ,1,1.8,0.0,3.2,19.1,2.6,1.3,11.7,26.0,2.6,1.0,8.7,19.0,2.6,1.3,5.4,13.0,,,,,,,,,,,,,,1.5,0.0,2.0,19.1,4.9,2.4,4.9,1.0,3.0,3.0,4.9,1.0,2.0,2.0,,,,,,2.0,0.0,4.0,29.7,2.0,0.0,6.4,107.9,3.1,3.0,6.8,14.9,1.1,3.5,3.5
BU00140900,,Vinkhuizen-Noord,Groningen,Buurt     ,1,1.0,1.1,11.5,24.2,1.2,4.0,9.8,26.0,1.2,3.0,6.7,19.0,2.4,1.0,6.2,13.0,,,,,,,,,,,,,,0.7,1.1,8.7,29.5,6.0,0.7,4.7,0.9,3.0,3.0,4.7,0.9,2.0,2.0,,,,,,0.7,2.3,12.5,38.9,0.7,3.1,24.9,127.6,1.9,3.4,7.5,12.7,0.6,2.8,3.7
BU00140901,,Vinkhuizen-Zuid,Groningen,Buurt     ,1,0.9,1.1,9.6,25.7,0.6,4.0,13.7,26.0,0.6,3.1,9.8,19.0,2.3,1.1,7.0,13.0,,,,,,,,,,,,,,0.7,0.9,10.4,32.1,5.3,0.7,4.2,1.1,3.0,3.0,4.2,1.1,2.0,2.0,,,,,,0.5,2.5,15.3,42.0,0.6,3.2,44.8,137.8,1.9,4.2,7.0,13.8,0.6,2.7,3.1
BU00140902,,Hoendiep,Groningen,Buurt     ,1,1.8,0.0,8.2,26.1,0.7,3.9,16.4,26.0,0.7,3.3,12.0,19.0,2.4,1.9,7.4,13.0,,,,,,,,,,,,,,1.4,0.2,8.9,34.5,4.4,1.4,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,,,,,,1.3,0.0,14.4,43.8,1.3,0.1,54.1,144.4,2.0,5.0,7.0,14.0,0.9,2.5,2.5
BU00140903,,Friesestraatweg,Groningen,Buurt     ,1,1.3,0.3,11.4,26.3,2.2,7.0,14.8,26.0,2.2,4.6,10.5,19.0,2.5,4.3,6.9,13.0,,,,,,,,,,,,,,1.2,0.3,14.3,33.7,5.0,1.2,3.6,1.6,3.0,3.0,3.6,1.6,2.0,2.0,,,,,,0.9,0.8,24.7,42.5,1.0,0.8,83.6,139.9,1.8,4.5,6.9,13.6,0.2,2.3,2.5
BU00140904,,Reitdiep,Groningen,Buurt     ,1,0.8,1.5,5.0,15.4,3.0,1.1,5.1,25.1,3.0,0.9,3.7,18.7,3.2,0.3,2.1,12.1,,,,,,,,,,,,,,0.7,0.9,6.2,16.2,7.2,2.1,5.7,0.2,2.7,3.0,5.7,0.2,2.0,2.0,,,,,,0.8,0.7,6.1,25.2,0.9,0.6,12.7,72.2,2.9,2.1,7.2,12.0,0.7,3.8,4.9
BU00140905,,Dorkwerd,Groningen,Buurt     ,1,2.3,0.0,2.4,11.5,4.5,0.1,2.5,24.1,4.5,0.1,2.1,18.1,4.6,0.0,0.8,11.1,,,,,,,,,,,,,,2.3,0.1,1.6,9.6,8.8,3.6,7.2,0.0,2.1,3.0,7.2,0.0,2.0,2.0,,,,,,2.5,0.1,1.6,12.3,2.5,0.0,3.1,28.7,4.4,1.0,6.2,12.0,0.6,5.3,6.4
BU00140906,,De Held,Groningen,Buurt     ,1,1.3,0.3,7.3,17.8,1.8,2.3,5.3,25.9,1.8,2.2,3.8,19.0,3.2,0.2,2.3,12.9,,,,,,,,,,,,,,0.5,1.0,5.6,19.1,6.7,1.5,5.6,0.0,3.0,3.0,5.6,0.0,2.0,2.0,,,,,,1.4,0.4,8.4,29.3,1.3,0.5,17.2,91.0,2.8,2.2,7.0,12.0,1.4,3.7,4.6
BU00140907,,Westpark,Groningen,Buurt     ,1,1.7,0.0,7.7,21.5,1.6,2.3,9.5,26.0,1.6,2.3,6.6,19.0,3.4,0.3,5.5,13.0,,,,,,,,,,,,,,1.4,0.0,5.7,23.6,5.5,1.8,5.1,0.5,3.0,3.0,5.1,0.5,2.0,2.0,,,,,,1.3,0.1,7.3,35.7,1.3,0.3,14.0,117.4,3.0,3.2,7.0,13.3,1.9,3.6,3.6
BU00140908,,De Suikerzijde-Noord,Groningen,Buurt     ,1,1.6,0.0,11.8,27.9,1.5,5.0,17.0,26.0,1.5,4.0,12.0,19.0,1.5,3.0,8.0,13.0,,,,,,,,,,,,,,1.0,0.0,11.0,38.0,3.4,1.0,3.4,2.0,3.0,3.0,3.4,2.0,2.0,2.0,,,,,,1.5,0.0,20.8,46.0,1.3,0.0,77.8,149.0,1.6,5.0,7.0,14.0,0.2,2.1,2.1
BU00140909,,De Suikerzijde-Zuid,Groningen,Buurt     ,1,2.9,0.0,2.0,8.0,3.5,0.0,3.0,26.0,3.5,0.0,2.0,19.0,3.5,0.0,3.0,13.0,,,,,,,,,,,,,,2.6,0.0,2.0,9.0,5.8,3.5,5.8,0.0,3.0,3.0,5.8,0.0,2.0,2.0,,,,,,3.1,0.0,0.0,12.0,3.1,0.0,0.0,43.0,4.0,1.0,6.0,12.0,2.2,4.4,4.4
BU00141000,,Selwerd,Groningen,Buurt     ,1,0.4,1.9,11.4,27.6,0.5,4.0,18.9,26.0,0.6,2.2,14.3,19.0,0.6,2.5,9.8,13.0,,,,,,,,,,,,,,0.4,2.9,16.4,32.9,6.4,0.4,2.9,1.0,3.0,3.0,2.9,1.0,2.0,2.0,,,,,,0.3,4.7,26.6,42.2,0.4,6.7,91.9,136.8,1.1,3.8,8.0,14.0,0.6,1.0,3.4
BU00141001,,Paddepoel-Zuid,Groningen,Buurt     ,1,0.5,2.1,11.6,23.6,1.2,5.0,16.4,26.0,1.2,3.5,12.0,19.0,1.2,2.0,8.5,13.0,,,,,,,,,,,,,,0.7,2.4,16.2,32.4,5.5,0.7,3.3,1.0,3.0,3.0,3.3,1.0,2.0,2.0,,,,,,0.8,1.6,28.1,42.6,0.6,8.7,94.0,141.4,0.8,4.5,7.0,14.0,0.9,1.5,2.9
BU00141002,,Paddepoel-Noord,Groningen,Buurt     ,1,0.5,1.9,11.2,22.9,1.1,4.1,13.3,26.0,1.1,3.0,9.6,19.0,1.1,1.1,8.2,13.0,,,,,,,,,,,,,,0.4,3.2,14.0,31.0,6.0,0.7,3.7,1.0,3.0,3.0,3.7,1.0,2.0,2.0,,,,,,0.5,2.3,22.3,40.3,0.5,9.6,63.3,136.0,0.8,3.7,7.0,13.4,0.6,1.7,3.5
BU00141003,,Zernike Campus,Groningen,Buurt     ,1,1.7,0.0,4.9,13.6,2.7,1.2,5.9,25.1,2.7,0.6,4.3,18.5,2.7,0.5,2.8,12.1,,,,,,,,,,,,,,1.2,0.5,6.6,19.0,7.8,2.4,5.3,0.1,2.5,3.0,5.3,0.1,2.0,2.0,,,,,,1.7,0.1,5.9,27.5,1.4,0.0,13.2,84.2,2.5,2.1,6.1,12.0,1.2,3.4,5.2
BU00141004,,Selwerderhof,Groningen,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00141005,,Tuinwijk,Groningen,Buurt     ,1,0.7,2.1,12.9,25.2,0.5,5.8,20.0,26.0,0.8,3.8,14.5,19.0,0.8,3.0,10.5,13.0,,,,,,,,,,,,,,0.8,2.3,19.9,32.5,6.0,0.7,2.7,1.0,3.0,3.0,2.7,1.0,2.0,2.0,,,,,,0.6,4.2,31.9,42.8,0.6,13.0,112.6,144.6,0.7,5.0,7.1,14.0,1.3,0.7,3.2
BU00141100,,Beijum-West,Groningen,Buurt     ,1,0.7,1.6,6.2,17.2,2.6,4.6,10.9,24.3,2.6,4.0,8.3,18.3,2.8,1.7,5.1,11.3,,,,,,,,,,,,,,0.8,0.6,3.0,15.7,9.2,0.9,4.9,0.7,2.3,3.0,4.9,0.7,2.0,2.0,,,,,,0.6,2.1,3.1,23.8,0.6,4.9,5.2,54.1,4.4,1.4,7.0,11.2,0.8,4.4,6.2
BU00141101,,Beijum-Oost,Groningen,Buurt     ,1,0.4,2.5,5.8,11.8,3.5,0.4,7.5,24.0,3.5,0.4,6.4,18.0,3.7,0.0,3.1,11.0,,,,,,,,,,,,,,0.9,0.5,2.9,7.3,10.1,1.0,5.7,0.0,1.3,3.0,5.7,0.0,1.3,2.0,,,,,,1.0,0.9,3.0,10.2,1.3,0.9,5.0,16.5,5.2,0.3,7.0,11.0,1.7,5.3,7.1
BU00141102,,De Hunze,Groningen,Buurt     ,1,1.8,0.0,7.3,21.1,1.6,7.2,12.0,25.9,1.6,6.1,9.0,19.0,1.6,3.1,6.0,12.9,,,,,,,,,,,,,,0.5,1.0,5.5,24.4,8.3,1.7,4.3,1.0,3.0,3.0,4.3,1.0,2.0,2.0,,,,,,1.3,0.1,7.4,35.4,1.3,0.4,12.0,118.0,3.8,3.0,7.2,12.2,0.4,3.2,5.3
BU00141103,,Van Starkenborgh,Groningen,Buurt     ,1,2.8,0.0,2.0,20.0,0.6,1.0,12.0,25.2,0.6,1.0,9.0,19.0,0.6,1.0,6.0,12.2,,,,,,,,,,,,,,1.3,0.0,2.3,19.3,8.6,2.7,4.7,1.0,3.0,3.0,4.7,1.0,2.0,2.0,,,,,,2.2,0.0,3.1,25.4,2.2,0.0,6.6,81.2,4.2,1.9,7.0,12.0,0.9,3.6,5.7
BU00141104,,Noorderhoogebrug,Groningen,Buurt     ,1,2.2,0.0,7.2,22.9,1.8,3.2,12.0,26.0,1.8,2.3,9.0,19.0,1.8,1.9,6.0,13.0,,,,,,,,,,,,,,1.1,0.4,7.0,27.7,7.9,2.3,3.9,1.0,3.0,3.0,3.9,1.0,2.0,2.0,,,,,,2.0,0.0,12.4,37.6,1.9,0.0,20.7,124.5,3.4,2.8,7.9,12.9,0.4,2.8,4.9
BU00141105,,Het Witte Lam,Groningen,Buurt     ,1,2.6,0.0,6.3,20.1,1.8,1.0,12.0,26.0,1.8,1.0,9.0,19.0,1.8,1.0,6.0,13.0,,,,,,,,,,,,,,1.1,0.2,6.1,22.6,8.3,2.5,4.3,1.0,3.0,3.0,4.3,1.0,2.0,2.0,,,,,,2.0,0.0,6.0,34.1,2.0,0.0,10.6,113.0,3.9,2.4,7.0,12.0,0.2,3.3,5.3
BU00141106,,Koningslaagte,Groningen,Buurt     ,1,2.7,0.0,1.2,8.5,3.9,0.0,3.7,23.9,3.9,0.0,2.9,17.9,3.9,0.0,2.0,11.0,,,,,,,,,,,,,,2.5,0.0,1.2,8.6,9.9,4.1,6.3,0.0,1.6,3.0,6.3,0.0,1.5,2.0,,,,,,3.5,0.0,0.4,10.9,3.5,0.0,0.8,24.0,5.1,0.5,6.5,10.8,1.2,4.7,7.0
BU00141107,,Hunzeboord,Groningen,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00141200,,Lewenborg-Noord,Groningen,Buurt     ,1,0.7,1.1,3.2,13.7,1.8,5.7,6.8,24.2,1.8,4.9,5.8,18.2,2.7,1.7,2.1,11.2,,,,,,,,,,,,,,0.5,1.0,1.0,7.5,9.6,0.5,5.2,0.3,2.1,3.0,5.2,0.3,1.9,2.0,,,,,,0.4,1.9,3.7,12.1,0.4,5.7,6.2,20.9,0.5,1.0,6.0,11.0,1.5,6.1,6.6
BU00141201,,Lewenborg-Zuid,Groningen,Buurt     ,1,0.7,1.5,3.5,14.4,1.7,5.6,7.3,24.4,1.7,4.8,6.2,18.3,2.7,1.6,2.3,11.4,,,,,,,,,,,,,,1.1,0.4,1.4,8.7,9.4,1.1,5.0,0.3,2.3,3.0,5.0,0.3,2.0,2.0,,,,,,0.8,1.3,4.5,13.5,0.9,3.2,7.0,27.1,1.1,1.1,6.1,11.1,1.0,6.0,6.4
BU00141202,,Lewenborg-West,Groningen,Buurt     ,1,0.4,1.9,3.9,16.1,1.3,6.0,7.8,24.8,1.3,5.0,6.7,18.7,2.2,2.0,2.8,11.8,,,,,,,,,,,,,,1.5,0.0,1.0,13.4,9.2,1.5,4.7,1.0,2.7,3.0,4.7,1.0,2.0,2.0,,,,,,1.5,0.0,3.6,15.6,1.5,0.0,6.9,33.2,1.5,1.0,6.0,11.1,1.4,5.6,6.1
BU00141203,,Oosterhoogebrug,Groningen,Buurt     ,1,0.6,0.9,6.7,23.4,1.2,8.6,14.7,26.0,1.2,6.9,10.8,19.0,1.3,3.6,8.0,13.0,,,,,,,,,,,,,,2.2,0.0,9.1,28.8,6.7,2.4,2.3,1.0,3.0,3.0,2.3,1.0,2.0,2.0,,,,,,0.5,1.0,10.7,40.7,0.5,1.0,31.2,133.6,3.1,4.3,7.0,13.6,0.9,3.7,3.7
BU00141204,,Ulgersmaborg,Groningen,Buurt     ,1,1.3,0.2,6.9,22.4,0.5,7.0,12.8,26.0,0.5,6.0,9.8,19.0,0.6,2.2,6.8,13.0,,,,,,,,,,,,,,2.4,0.0,5.4,28.0,7.4,2.4,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,,,,,,1.3,0.3,10.3,38.5,1.3,0.3,20.0,129.6,2.7,3.6,7.8,12.5,0.7,3.8,4.4
BU00141205,,Hunzepark,Groningen,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00141206,,Zilvermeer,Groningen,Buurt     ,1,1.4,0.0,6.2,20.1,0.4,6.0,12.0,26.0,0.4,5.0,9.0,19.0,1.3,2.0,6.0,13.0,,,,,,,,,,,,,,2.1,0.0,3.0,23.7,8.2,2.1,3.8,1.0,3.0,3.0,3.8,1.0,2.0,2.0,,,,,,1.9,0.0,7.9,33.0,1.9,0.0,14.7,108.1,2.1,2.0,8.0,12.0,0.4,4.6,5.2
BU00141207,,Kardinge,Groningen,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00141208,,Drielanden,Groningen,Buurt     ,1,0.9,0.7,3.5,15.4,1.5,6.0,7.1,24.3,1.5,5.0,6.1,18.3,2.4,2.0,2.1,11.3,,,,,,,,,,,,,,1.0,0.7,1.0,10.2,9.4,1.0,4.9,0.6,2.4,3.0,4.9,0.6,2.0,2.0,,,,,,0.9,1.2,2.5,13.8,0.9,3.4,6.5,24.7,1.0,1.0,6.0,11.0,1.6,5.8,6.3
BU00141209,,Noorddijk,Groningen,Buurt     ,1,1.6,0.2,3.5,11.2,2.9,2.0,6.4,23.9,2.9,2.0,5.4,17.8,3.8,0.0,2.0,11.1,,,,,,,,,,,,,,1.8,0.0,1.7,5.3,9.9,1.8,5.5,0.2,1.7,3.0,5.5,0.2,1.6,2.0,,,,,,1.7,0.0,4.5,7.3,1.7,0.0,6.8,13.6,1.8,1.0,7.0,11.2,1.1,6.9,6.9
BU00141210,,Ruischerbrug,Groningen,Buurt     ,1,1.6,0.0,6.3,13.1,2.4,4.1,8.6,25.9,2.4,3.9,6.9,19.0,3.3,0.3,3.6,12.9,,,,,,,,,,,,,,1.9,0.0,2.7,13.5,8.7,1.9,4.3,1.0,3.0,3.0,4.3,1.0,2.0,2.0,,,,,,1.0,1.1,6.0,15.6,1.7,0.0,8.6,44.3,1.9,1.2,6.2,12.3,0.4,5.7,5.7
BU00141211,,Ruischerwaard,Groningen,Buurt     ,1,2.0,0.0,3.6,18.8,2.0,5.9,9.0,26.0,2.0,5.0,7.0,19.0,2.7,1.9,4.0,13.0,,,,,,,,,,,,,,2.6,0.0,1.2,19.2,8.2,2.6,3.7,1.0,3.0,3.0,3.7,1.0,2.0,2.0,,,,,,0.5,2.0,5.2,25.0,1.7,0.0,8.5,82.8,2.6,2.0,7.0,12.0,0.3,5.1,5.1
BU00141300,,Middelbert,Groningen,Buurt     ,1,1.7,0.0,3.5,8.6,3.9,0.3,5.4,25.6,3.9,0.3,4.8,18.6,4.8,0.0,1.3,12.9,,,,,,,,,,,,,,2.8,0.0,1.0,3.6,9.1,2.8,5.8,0.1,3.0,3.0,5.8,0.1,2.0,2.0,,,,,,2.5,0.0,3.6,6.6,2.3,0.0,5.2,11.1,2.8,1.0,6.9,12.1,1.4,5.6,7.0
BU00141301,,Engelbert,Groningen,Buurt     ,1,0.6,0.9,1.3,6.2,5.7,0.0,0.3,24.5,5.7,0.0,0.2,17.5,6.2,0.0,0.0,12.8,,,,,,,,,,,,,,3.3,0.0,0.2,3.2,8.9,4.7,6.6,0.0,3.0,3.0,6.6,0.0,2.0,2.0,,,,,,4.2,0.0,0.0,5.6,2.3,0.0,0.9,8.2,4.7,0.7,6.8,11.4,2.7,5.3,7.2
BU00141302,,Klein Harkstede,Groningen,Buurt     ,1,1.6,0.0,5.0,9.0,3.2,0.3,7.0,26.0,3.2,0.3,6.0,19.0,4.1,0.0,2.0,13.0,,,,,,,,,,,,,,2.0,0.0,3.0,3.3,9.4,2.2,5.1,0.1,3.0,3.0,5.1,0.1,2.0,2.0,,,,,,1.6,0.0,5.1,7.0,2.0,0.0,7.7,12.3,2.2,1.0,6.0,11.1,0.7,5.9,6.3
BU00141400,,Meeroevers,Groningen,Buurt     ,1,0.8,0.7,2.6,9.1,4.4,0.0,4.1,23.3,4.4,0.0,3.8,17.3,5.4,0.0,0.6,11.2,,,,,,,,,,,,,,0.9,0.6,1.3,3.7,10.1,3.4,6.2,0.0,1.6,3.0,6.2,0.0,1.4,2.0,,,,,,2.0,0.0,2.4,6.5,3.3,0.0,1.9,10.1,3.4,1.0,6.0,11.9,2.0,6.6,7.0
BU00141401,,Harkstede GN,Groningen,Buurt     ,1,1.6,0.3,3.4,6.6,6.0,0.0,1.0,19.5,6.0,0.0,1.0,14.6,6.9,0.0,0.1,8.9,,,,,,,,,,,,,,1.6,0.2,1.6,2.7,10.8,5.0,7.7,0.0,1.4,3.0,7.7,0.0,1.1,2.0,,,,,,2.2,0.0,1.3,4.0,2.4,0.0,1.2,5.5,5.0,0.4,4.6,11.2,3.5,7.2,8.6
BU00141402,,Lageland GN,Groningen,Buurt     ,1,4.2,0.0,0.2,4.1,5.7,0.0,1.6,15.6,5.7,0.0,1.5,11.4,6.6,0.0,0.2,8.1,,,,,,,,,,,,,,4.4,0.0,0.1,2.1,12.1,4.7,7.6,0.0,1.0,3.0,7.6,0.0,1.0,2.0,,,,,,4.1,0.0,0.5,4.0,4.2,0.0,0.6,5.5,4.7,0.7,3.8,11.1,3.2,8.8,9.0
BU00141403,,Groenewei,Groningen,Buurt     ,1,0.6,1.0,2.5,8.1,4.3,0.0,4.1,23.8,4.3,0.0,4.1,17.8,5.2,0.0,0.1,11.1,,,,,,,,,,,,,,2.5,0.0,1.1,3.0,10.0,3.2,6.0,0.0,1.6,3.0,6.0,0.0,1.6,2.0,,,,,,0.7,1.0,2.3,6.0,3.1,0.0,0.8,9.1,3.2,1.0,6.0,11.0,1.8,6.5,6.9
BU00141404,,Tersluis,Groningen,Buurt     ,1,0.8,0.9,1.6,6.7,4.8,0.0,2.7,22.1,4.8,0.0,2.7,16.1,5.8,0.0,0.0,11.0,,,,,,,,,,,,,,3.0,0.0,0.4,3.0,10.5,3.8,6.6,0.0,1.0,3.0,6.6,0.0,1.0,2.0,,,,,,0.4,1.0,1.0,5.9,3.7,0.0,0.0,8.9,3.8,1.0,6.0,10.8,2.4,7.0,7.4
BU00141405,,De Zeilen,Groningen,Buurt     ,1,1.6,0.0,1.0,3.8,5.6,0.0,0.0,20.0,5.6,0.0,0.0,14.4,6.6,0.0,0.0,10.3,,,,,,,,,,,,,,3.8,0.0,0.0,2.2,11.3,4.6,7.4,0.0,1.0,3.0,7.4,0.0,1.0,2.0,,,,,,1.2,0.3,1.0,4.9,4.5,0.0,0.0,6.8,4.6,0.9,4.6,10.0,3.2,7.8,8.2
BU00141406,,De Wierden,Groningen,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00141500,,Ten Boer Dorp,Groningen,Buurt     ,1,0.5,1.9,3.2,5.2,12.9,0.0,0.0,0.0,12.9,0.0,0.0,0.0,13.7,0.0,0.0,0.0,,,,,,,,,,,,,,0.6,1.5,2.0,2.0,17.2,0.6,14.9,0.0,0.0,3.4,14.9,0.0,0.0,1.9,,,,,,0.7,0.8,1.0,1.0,0.6,3.1,4.0,4.0,8.0,0.0,1.0,10.0,0.5,8.2,16.3
BU00141501,,Buitengebied Ten Boer-Zuid,Groningen,Buurt     ,1,1.5,0.1,3.3,4.9,13.0,0.0,0.0,0.1,13.0,0.0,0.0,0.1,13.9,0.0,0.0,0.0,,,,,,,,,,,,,,1.5,0.3,2.0,2.0,17.8,1.5,15.0,0.0,0.0,2.7,15.0,0.0,0.0,1.7,,,,,,1.7,0.0,1.0,1.0,1.7,0.0,4.0,4.0,9.2,0.0,1.0,9.6,1.0,9.7,16.4
BU00141502,,Garmerwolde,Groningen,Buurt     ,1,0.7,0.7,1.8,7.9,5.0,0.0,2.7,18.9,5.0,0.0,2.7,13.5,6.0,0.0,0.1,10.2,,,,,,,,,,,,,,0.7,0.8,1.0,3.3,11.4,3.7,7.0,0.0,1.0,3.0,7.0,0.0,1.0,2.0,,,,,,3.4,0.0,0.3,5.8,0.8,0.8,1.3,8.6,4.0,0.9,5.6,11.6,0.6,8.2,8.4
BU00141503,,Thesinge,Groningen,Buurt     ,1,0.6,0.8,1.8,2.9,7.6,0.0,0.0,8.1,7.6,0.0,0.0,6.5,8.6,0.0,0.0,3.3,,,,,,,,,,,,,,3.2,0.0,0.3,1.6,14.0,5.0,9.6,0.0,0.8,3.0,9.6,0.0,0.8,2.0,,,,,,5.3,0.0,0.0,0.2,3.3,0.0,0.3,1.6,6.3,0.0,2.2,10.7,2.7,8.7,11.0
BU00141504,,Sint Annen,Groningen,Buurt     ,1,3.1,0.0,0.5,6.6,11.9,0.0,0.0,0.0,11.9,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,3.5,0.0,0.3,2.4,18.1,3.4,13.9,0.0,0.0,2.9,13.9,0.0,0.0,2.0,,,,,,3.3,0.0,0.2,2.4,3.3,0.0,0.8,8.4,4.6,0.9,1.0,9.8,0.4,5.8,15.1
BU00141505,,Buitengebied Ten Boer-Noord,Groningen,Buurt     ,1,1.0,0.8,3.0,5.0,13.6,0.0,0.0,0.0,13.6,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.3,0.4,2.0,2.0,18.0,1.3,15.5,0.0,0.0,2.9,15.5,0.0,0.0,1.9,,,,,,1.2,0.3,1.0,1.0,1.2,1.3,4.0,4.0,6.6,0.0,1.0,10.0,0.3,7.8,16.9
BU00141506,,Bedrijventerrein Ten Boer,Groningen,Buurt     ,1,1.1,0.4,3.8,5.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,,,,,,,,,,,,,,0.9,0.9,2.0,2.0,16.5,0.9,14.9,0.0,0.0,3.4,14.9,0.0,0.0,2.0,,,,,,1.2,0.3,1.0,1.0,1.1,1.2,4.0,4.0,8.7,0.0,1.0,10.0,0.2,8.0,16.3
